#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assignee,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Closed,Related issues,Function Category,Rank,Actual Start Date,Actual Due Date,External Id,FS Update,FS Update Category,Schedule Impact,Estimated Impact,Actual Impact,Current Assignee,Discovered Test Process,Occurrence Condition,Cause Identified on,Cause Classification,Insertion Phase,Related member,Completion Condition,Assignee on Vendor side,Free text_1,Free text_2,Free text_3,Free numeric value_1,Free numeric value_2,Free numeric value_3,Private,Description
3419,4865_Post DRAGON Core Development,Bug,"",Closed,High,"S033-In Grid, Volume Column is getting validated only for NSC Horizon Validation section and not for N+3 Onwards Validation section.(Indicus_185)",NIKHIL RUIKAR,NIKHIL RUIKAR,02/03/2016 09:41 AM,"","",01/18/2016,02/04/2016,"",0,100,01/18/2016 02:47 PM,02/03/2016 09:41 AM,"",Screen / ??,B,"","",PST-DRG-S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"In Grid, Volume Column is getting validated only for NSC Horizon Validation section and not for N+3 Onwards Validation section.

Step1:Select POR=66
Step2:Select Ordertake Month=201602 (FINAL STAGE)
Step3:Select Buyer Group=4ANT10 having horizon ""Full""
Step4:Select Car Series=D405 having horizon 6.
Step5:Select ""All"" value in all other combos.
Step6:Click ""Search""button.
Step7:Observe grid values.

Actual:In Grid, Volume Column is getting validated(displaying NG) only for NSC Horizon Validation section and not for N+3 Onwards Validation section.

Expected: In Grid, Volume Column should get validated(display NG) for NSC Horizon Validation section as well as N+3 Onwards Validation section.
 
....Please see attached file for DB snapshot.

"
3417,4865_Post DRAGON Core Development,Bug,"",Feedback,Normal,Sorting and Filtering functionality is absent for Car Series column in result grid(Indicus_184),NIKHIL RUIKAR,ANAND KINGSLY,02/11/2016 09:46 PM,"","",01/18/2016,01/25/2016,"",0,50,01/18/2016 02:39 PM,"","",Screen / ??,C,"","",Common Screens,No,"",No,"","",RNTBCI,?????/Integration Test,"","",Bug / ??,Implementation,"","","","","","","","","",No," Sorting and Filtering functionality is absent for Car Series column in result grid
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select ""All"" value in all other combos
Step4:Click ""Search"" button.
Step5:Observe Car Series column in Search result  grid.

Actual: In Step7,Sorting and Filtering functionality is absent for Car Series column in result grid.
Expected: In Step7,Sorting and Filtering functionality should be provided for Car Series column in result grid.

Following note is present in requirement document --

User is expecting to have filter and sort functionality based on car series. I think sorting will be there as per standardization but please check feasibility of filtering (excel like)"""
3416,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,S033-Searched Grid Result getting cleared for mentioned scenario(Indicus_183),NIKHIL RUIKAR,NIKHIL RUIKAR,02/02/2016 10:05 AM,"","",01/18/2016,01/25/2016,"",0,100,01/18/2016 02:35 PM,02/02/2016 10:05 AM,"",Screen / ??,C,"","",S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Searched Grid Result getting cleared for mentioned scenario
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select Buyer Group=4ANT10
Step4:Select Car Series=D405
Step5:Select ""All"" value in all other combos
Step6:Click ""Search"" button.
Step7:Observe Search result in grid.(It is getting displayed)
Step8:Click ""Download""button.
Step9:Select Buyer Group=7XUN00

Actual:After Step9,Search Result grid from Step7 is cleared.
Expected:After Step9,Search Result grid from Step7 should not be cleared."
3415,4865_Post DRAGON Core Development,Bug,"",Feedback,Normal,NSC Confirmation Link functionality failed(Indicus_182),NIKHIL RUIKAR,ANAND KINGSLY,01/29/2016 10:04 PM,"","",01/18/2016,01/25/2016,"",0,50,01/18/2016 02:29 PM,"","",Screen / ??,C,"","",Common Screens,No,"",No,"","",RNTBCI,?????/Integration Test,normal,"",Defective Design / ????,Implementation,"","","","","","","","","",No,"NSC Confirmation Link functionality failed:
*Navigate to S033 screen and perform following steps:
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select Buyer Group=4ANT10
Step4:Select Car Series=D405
Step5:Select ""All"" value in all other combos
Step6:Click ""Search"" button.
Step7:Click ""NSC Confirmation Link"" present in grid against above searched record.
Step8:Now,user will be navigated to S029 screen.
Step9:Observe Search result and Search Criteria on S029 screen.

Actual: In Step9,Only Search criteria is passed on from S033 to S029 but Search action is not performed on S029 screen  for corresponding passed on search Criteria from S033 to S029.
Expected: In Step9, Search action should also be performed on S029 for corresponding passed on search Criteria from S033 to S029.

** Note -- If we directly enter above criteria on S029 screen and click SEARCH -- then some records are getting displayed in grid."
3414,4865_Post DRAGON Core Development,Bug,"",Feedback,Normal,Limit Check (Sum) Link functionality failed(Indicus_181),NIKHIL RUIKAR,ANAND KINGSLY,02/11/2016 09:47 PM,"","",01/18/2016,01/25/2016,"",0,50,01/18/2016 02:24 PM,"","",Screen / ??,C,"","",Common Screen,No,"",No,"","",RNTBCI,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Limit Check (Sum) Link functionality failed:
*Navigate to S033 screen and perform following steps:
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select Buyer Group=4ANT10
Step4:Select Car Series=D405
Step5:Select ""All"" value in all other combos
Step6:Click ""Search"" button.
Step7:Click ""Limit Check (Sum) Link"" present in grid against above searched record.
Step8:Now,user will be navigated to S030 screen.
Step9:Observe Search result and Search Criteria on S030 screen.

Actual: In Step9,Only Search criteria is passed on from S033 to S030 but Search action is not performed on S030 screen  for corresponding passed on search Criteria from S033 to S030.
Expected: In Step9, Search action should also be performed on S030 for corresponding passed on search Criteria from S033 to S030.

** Note -- If we directly enter above criteria on S030 screen and click SEARCH -- then some records are getting displayed in grid."
3413,4865_Post DRAGON Core Development,Bug,"",Feedback,Normal,Monthly Order Input Link functionality failed(Indicus_140),NIKHIL RUIKAR,ANAND KINGSLY,01/29/2016 10:05 PM,"","",01/18/2016,01/25/2016,"",0,50,01/18/2016 02:17 PM,"","",Screen / ??,C,"","",Common Screens,No,"",No,"","",RNTBCI,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Monthly Order Input Link functionality failed:
*Navigate to S033 screen and perform following steps:
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select Buyer Group=4ANT10
Step4:Select Car Series=D405
Step5:Select ""All"" value in all other combos
Step6:Click ""Search"" button.
Step7:Click ""Monthly Order Link""present in grid against above searched record.
Step8:Now,user will be navigated to S023 screen.
Step9:Observe Search result and Search Criteria on S023 screen.

Actual:In Step9,Only Search criteria is passed on from S033 to S023 but Search action is not performed on S023 screen  for corresponding passed on search Criteria from S033 to S023.
Expected:In Step9, Search action should also be performed on S023 for corresponding passed on search Criteria from S033 to S023.

** Note -- If we directly enter above criteria on S023 screen and click SEARCH -- then some records are getting displayed in grid."
3410,4865_Post DRAGON Core Development,Bug,"",Closed,High,"PST-DRG-S033-In Grid,  volume column is getting validated for DRAFT stage.(Indicus_133)",NIKHIL RUIKAR,NIKHIL RUIKAR,02/05/2016 09:44 AM,"","",01/15/2016,02/05/2016,"",0,100,01/15/2016 04:47 PM,02/05/2016 09:44 AM,"",Screen / ??,B,"","",PST-DRG-S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"
Step1:Select POR=66
Step2:Select Ordertake Month=201603 (DRAFT stage)
Step3:Select Buyer Group=4ANT10 having horizon ""Full""
Step4:Select Car Series=D405 having horizon 6.
Step5:Select ""All"" value in all other combos.
Step6:Click ""Search""button.
Step7:Observe grid values.

Actual:'NG' value is displayed in Volume column and OCF column in NSC Horizon Validation section.

Expected: As stage is DRAFT, this validation should not be performed and these columns should be blank.
....Please see attached file for DB snapshot."
3409,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,S033-Download button functionality needs to be corrected (Indicus_139),NIKHIL RUIKAR,NIKHIL RUIKAR,01/26/2016 09:56 AM,"","",01/15/2016,01/21/2016,"",0,100,01/15/2016 04:44 PM,01/26/2016 09:56 AM,"",Screen / ??,B,"","",S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Planning,"","","","","","","","","",No,"Download button functionality needs to be corrected:
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select Buyer Group=4ANT10
Step4:Select Car Series=D405
Step5:Select ""All"" value in all other combos
Step6:Click ""Search""button
Step7:Observe Grid result.
Step8:Now,Select Buyer Group=7XUN00(Hence,now search criteria is changed)
Step9:Keep all other combo values as they are
Step10:Click ""Download""button
Step11:Open and Observe Downloaded file.

Actual:There are two records in downloaded file.One for 4ANT10 which is present in Step7 as well as other one for new search criteria as per step8

Expected:There should be some standard set for this scenario,whether to download either grid search result only(Step7) or  new search criteria result only (step8).But both results (Step7 and Step8)should not be downloaded.
***** Note : As per design document, data displayed in GRID should be downloaded."
3400,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,S033-OFC Limit Check(Sum) button functionality failed(Indicus_138),NIKHIL RUIKAR,NIKHIL RUIKAR,01/26/2016 10:13 AM,"","",01/15/2016,01/22/2016,"",0,100,01/15/2016 10:28 AM,01/26/2016 10:13 AM,"",Screen / ??,C,"","",S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"OFC Limit Check(Sum) button functionality failed:
*Navigate to S033 screen and perform following steps:
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select Buyer Group=4ANT10
Step4:Select Car Series=D405
Step5:Select ""All"" value in all other combos
Step6:Click ""OFC Limit Check(Sum)""button
Step7:Now,user will be navigated to S030 screen.
Step8:Observe Search Criteria on S030 screen.
Result1:
Actual:In Step8,Car Series value is 'All' in Search Criteria.
Expected:In Step8,Car Series value should be D405 in search criteria.

Step9:Now,Click on Browser back button.
Step10:Select Buyer Group=7XUN00 on S033 screen.
Step11:Select Car Series=D232.
Step12:Click ""OFC Limit Check(Sum)""button
Step13:Now,user will be navigated to S030 screen.
Step14:Observe Search Criteria on S030 screen.
Result2:
Actual:In Step14,Car Series value displayed is D405 that was selected in step4.
Expected:In Step14,Car Series value displayed should be D232 that was selected in step11.

**Note : Need to confirm if Browser back button will be present on screen."
3399,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,S033-Monthly Order Input button functionality failed(Indicus_137),NIKHIL RUIKAR,NIKHIL RUIKAR,02/16/2016 09:48 AM,"","",01/15/2016,02/09/2016,"",0,100,01/15/2016 10:10 AM,02/16/2016 09:48 AM,"",Screen / ??,C,"","",S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Monthly Order Input button functionality failed:
*Navigate to S033 screen and perform following steps:
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select Buyer Group=4ANT10
Step4:Select Car Series=D405
Step5:Select ""All"" value in all other combos
Step6:Click ""Monthly Order Input""button
Step7:Now,user will be navigated to S023 screen.
Step8:Observe Search Criteria on S023 screen.
Result1:
Actual:In Step8,Car Series value is blank in Search Criteria.
Expected:In Step8,Car Series value should be D405 in search criteria.

Step9:Now,Click on Browser back button.
Step10:Select Buyer Group=7XUN00 on S033 screen.
Step11:Select Car Series=D232.
Step12:Click ""Monthly Order Input""button
Step13:Now,user will be navigated to S023 screen.
Step14:Observe Search Criteria on S023 screen.
Result2:
Actual:In Step14,Car Series value displayed is D405 that was selected in step4.
Expected:In Step14,Car Series value displayed should be D232 that was selected in step11.

**Note : Need to confirm if Browser back button will be present on screen."
3392,4865_Post DRAGON Core Development,Bug,"",Closed,High,PST-DRG-S033-Download is not correct for one of the search data combinations  (Indicus_136),NIKHIL RUIKAR,NIKHIL RUIKAR,01/26/2016 09:57 AM,"","",01/14/2016,01/20/2016,"",0,100,01/14/2016 08:22 PM,01/26/2016 09:57 AM,"",Screen / ??,B,"","",PST-DRG-S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"
(*NSC Confirmtion Status=YES for Buyer Group =4ANT10)
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select Buyer Group=4ANT10 having horizon ""Full""
Step4:Select Car Series=D231 having horizon 3.
Step5:Select ""All"" value in all other combos.
Step6:Click ""Search""button.
Step7:Observe grid values.

Downloaded file shows wrong content.(Please see file D33.xlsx)"
3391,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,PST-DRG-S033-Unexpected message is seen for one of the search data combinations  (Indicus_135),NIKHIL RUIKAR,NIKHIL RUIKAR,01/28/2016 10:06 AM,"","",01/14/2016,01/29/2016,"",0,100,01/14/2016 08:20 PM,01/28/2016 10:06 AM,"",Screen / ??,C,"","",PST-DRG-S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"(*NSC Confirmtion Status=YES for Buyer Group =4ANT10)
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select Buyer Group=4ANT10 having horizon ""Full""
Step4:Select Car Series=D231 having horizon 3.
Step5:Select ""All"" value in all other combos.
Step6:Click ""Search""button.
Actual : Unexpected message is seen on screen . PFA"
3390,4865_Post DRAGON Core Development,Bug,"",Closed,High,"PST-DRG-S033-In Grid, values are wrongly displayed for mentioned condition  (Indicus_132)",NIKHIL RUIKAR,NIKHIL RUIKAR,01/28/2016 09:57 AM,"","",01/14/2016,01/29/2016,"",0,100,01/14/2016 08:18 PM,01/28/2016 09:57 AM,"",Screen / ??,B,"","",PST-DRG-S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"In Grid, values are wrongly displayed for mentioned condition
(*NSC Confirmtion Status=YES for Buyer Group =4ANT10)
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select Buyer Group=4ANT10 having horizon ""Full""
Step4:Select Car Series=D231 having horizon 3.
Step5:Select ""All"" value in all other combos.
Step6:Click ""Search""button.
Step7:Observe grid values.

Actual:'NG' values are displayed in N+3 onwards Validation section in respective columns.

Expected:'NG' values should  be displayed in NSC Horizon Validation Section in respective columns."
3389,4865_Post DRAGON Core Development,Bug,"",Closed,High,PST-DRG-S033-Suspended EIM column values are wrongly displayed in grid (Indicus_131),NIKHIL RUIKAR,NIKHIL RUIKAR,02/02/2016 10:13 AM,"","",01/14/2016,01/29/2016,"",0,100,01/14/2016 08:16 PM,02/02/2016 10:13 AM,"",Screen / ??,B,"","",PST-DRG-S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Not a Defect - As Excpected / ????,Implementation,"","","","","","","","","",No,"Suspended EIM column values are wrongly displayed in grid
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select ""All"" value in all other combos
Step4:Click ""Search""button.
Step5:Observe both Suspended EIM columns in grid.

Actual:'NG' value is displayed in Suspended EIM columns in grid for Car Series D405 and D231 ,for POR=66.

Expected:'NG' value should not be displayed in Suspended EIM columns in grid.It should be blank for above Car Series.
(See attachments)"
3388,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,PST-DRG-S033-Format of NSC Order Horizon is wrongly displayed in grid.  (Indicus_130),NIKHIL RUIKAR,NIKHIL RUIKAR,01/26/2016 10:16 AM,"","",01/14/2016,01/22/2016,"",0,100,01/14/2016 08:13 PM,01/26/2016 10:16 AM,"",Screen / ??,C,"","",PST-DRG-S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"NSC Order Horizon is wrongly displayed in grid.
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select ""All"" value in all other combos
Step4:Click ""Search""button.
Step5:Observe NSC Order Horizon column in grid.

Actual:'3'  is shown in column when corresponding NSC EIM  Order Horizon flag =3 
Expected:'3 Month' should be shown in column when corresponding NSC EIM Order Horizon flag =3 "
3387,4865_Post DRAGON Core Development,Bug,"",Closed,High,PST-DRG-S033-Search result not getting cleared for for mentioned scenarios  (Indicus_129),NIKHIL RUIKAR,NIKHIL RUIKAR,01/26/2016 09:59 AM,"","",01/14/2016,01/20/2016,"",0,100,01/14/2016 08:11 PM,01/26/2016 09:59 AM,"",Screen / ??,B,"","",PST-DRG-S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Search result not getting cleared for for mentioned scenarios:
Scenario1:
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select Buyer Group=7XUN00
Step4:Select Car Series=D405
Step5:Select ""All"" value in all other combos
Step6:Click ""Search""button.
Step7:Observe content in grid. --- ( GRID shows proper data )

NOW follow following steps -- 
Step8:Now,Select Buyer Group=4ANT10
Step9:Keep all other combo values as they are
Step10:Click ""Search""button.
Step11:Observe content in grid.

Actual:In Step 11,Two records are shown for both Buyer Groups '7XUN00' and  '4ANT10'  for Car Series D405
Expected:In Step 11,Only one record should be shown for Buyer Group  '4ANT10'  for Car Series D405
So here previous data from grid is not getting cleared.

Scenario2:
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select ""All"" value in all other combos
Step4:Click ""Search""button.
Step5:Observe content in grid.  --- ( GRID shows proper data )"
3386,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,PST-DRG-S033-Validation messages are not coming for mentioned scenario  (Indicus_128),NIKHIL RUIKAR,NIKHIL RUIKAR,02/02/2016 10:06 AM,"","",01/14/2016,01/29/2016,"",0,100,01/14/2016 08:08 PM,02/02/2016 10:06 AM,"",Screen / ??,C,"","",PST-DRG-S033,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"All Validation messages are not coming for mentioned scenario:
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select ""All"" value in all other combos
Step4:Click ""Search""button.
Step5:Click ""Clear"" button
Step6:Click ""Search""button.

Actual:Only ""Please fill the mandatory field - Production Order Receiver"" message is shown.

Expected:Following messages should be shown:
""Please fill the mandatory field - Production Order Receiver""
""Please fill the mandatory field - Order Take Base Period"""
3383,4865_Post DRAGON Core Development,Bug,"",Rejected,High,S024-Grid is showing all Production months data instead of forecast months based on selected Ordertake Base month (Indicus_124),NIKHIL RUIKAR,NIROSHA THIYAGARAJAN,02/03/2016 03:38 PM,"","",01/14/2016,01/20/2016,"",0,100,01/14/2016 07:05 PM,01/14/2016 07:17 PM,"",Screen / ??,B,"","","",No,"",No,"","",RNTBCI,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Grid is showing all Production months data instead of forecast months based on selected Ordertake Base month
Step1:Select POR='66'
Step2.Select Ordertake Month=201602
Step3:Select 'All'  value in all other combos
Step4:Click 'Search' button.

Actual:All Production months from 201602  are shown in grid .
Expected:All Production months from 201605 should only be shown in grid."
3368,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot-2/I000055: Column Mapping and Col Number issue in Design doc,SAMBIT BEDANTA,SAMBIT BEDANTA,02/17/2016 09:41 PM,"","",01/13/2016,01/13/2016,"",0,100,01/13/2016 09:40 PM,02/17/2016 09:41 PM,"",Interface / ????????,B,"","",I000055,No,"",No,"","",RNTBCI,?????/Joint test,normal,01/13/2016,Defective Design / ????,Design,PARTHASARATHI PACKIRISAMY,Design document needs to be revised ,"",JT,"",LOT1#5,"","","",No,"1st Col is mentioned as KEY and Mandatory ,but its not mapped to any column of the TRN_DAILY_OCF_LMT_IF table"
3361,4865_Post DRAGON Core Development,Bug,"",Resolved,Normal,B000017- TRN_MONTHLY_BUYER OCF has not created,HARIHARAKUMARAN SOLAISAMY,HARIHARAKUMARAN SOLAISAMY,02/03/2016 12:34 PM,"","",01/13/2016,01/25/2016,"",0,80,01/13/2016 02:35 PM,"","",Batch / ???,B,"","",B000017,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,PRADEEP-KUMAR EKANATHAN,"","","","","","","","",No,"B000017- Batch is checking spec_reexecuteable status when update flag is 0 case also.
Please find the attached log."
3360,4865_Post DRAGON Core Development,Bug,"",Closed,High,S024-Upload function not working (Indicus_127),NIKHIL RUIKAR,NIKHIL RUIKAR,01/25/2016 10:17 AM,"","",01/13/2016,01/15/2016,"",0,100,01/13/2016 10:40 AM,01/25/2016 10:17 AM,"",Screen / ??,A,"","",S024,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"Upload Issue:
Step1:Select POR=66
Step2:Select Ordertake Month=201602
Step3:Select ""All"" value in all other combos
Step4:Click on Upload button.
Step5:Select File to upload(File 'U4.xlsx' used during testing which is attached in this workbook for reference)
Step6:Click on 'Open' button.

Actual:File is not getting uploaded,error shown.
Expected:File should get uploaded successfully alongwith corresponding message."
3359,4865_Post DRAGON Core Development,Bug,"",Closed,High,S024-Extra production month is getting downloaded in excel file (Indicus_126),NIKHIL RUIKAR,NIKHIL RUIKAR,01/25/2016 10:18 AM,"","",01/13/2016,01/19/2016,"",0,100,01/13/2016 10:35 AM,01/25/2016 10:18 AM,"",Screen / ??,B,"","",S024,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,SURENDRAN PALANISAMY,"","","","","","","","",No,"Download Issue:
Step1:Select POR=66
Step2:Select Ordertake Month=201603
Step3:Select ""All"" value in all other combos
Step4:Click on Download button.

Actual:One extra Production Month (2016-09)is shown in downloaded file ,since there is only one record of Car Series D405,and this Car Series having horizon 6.
Expected:Only following Production months should be shown in downloaded file
2016-06
2016-07
2016-08

*Note:Also Production Month display format in above case should be           2016-06(N+3)
                                                                                                                                                                            2016-07(N+4)
                                                                                                                                                                            2016-08(N+5)"
3356,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1-R000020- updation is wrong for weekly,Testlink System,THAMIZHANBAN GOKULAKRISHNAN,01/14/2016 12:17 AM,"","",01/12/2016,01/13/2016,"",0,100,01/12/2016 11:32 PM,01/14/2016 12:17 AM,"",Report-List / ??,B,01/12/2016,"",R000020,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#4,"","","",No,"Execute the batch with ex no as C8700 in monthly prod order if trn.
Data should be avaialble as C8600 in ex no mst.

Data should be updated as C9700 in ex no mst and purpose cd as 2 and max indicator as A.

Actual:
Data is not updating for the max records. it is updating other records"
3354,4865_Post DRAGON Core Development,Bug,"",Resolved,Normal,Lot-1/B000052/11009-7249: Error message wrong in Breach Report,Testlink System,SURENDRAN PALANISAMY,03/28/2016 11:33 PM,"","",01/12/2016,01/13/2016,"",0,80,01/12/2016 07:24 PM,"","",Batch / ???,C,01/11/2016,01/13/2016,B000052,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#4,"","","",No,"Execute B000052 (sh B000052.sh 09 M)
Check error report(OCF Limit < OCF Limit)

Actual result: Shown as ""00 FRAME USAGE IS NOT EQUAL TO LIMIT""
Expected Result: It should be display message as ""Breach - Usage is greater than Limit"""
3353,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/B000052/11009-7247: Title for Breach Report is not specified,Testlink System,ARIF AHMED,01/23/2016 04:07 PM,"","",01/12/2016,01/18/2016,"",0,100,01/12/2016 07:17 PM,01/23/2016 04:07 PM,"",Batch / ???,C,01/12/2016,01/13/2016,B000052,No,"",No,"","",RNTBCI,?????/Joint test,normal,01/13/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#4,"","","",No,"Execute B000052 (sh B000052.sh 09 W)
Check error report --> Check title for that file

Actual Result: Unable to differentiate monthly or weekly report.
Expected Result: 1) Breach Report for Week should be ""Weekly Production Schedule(Ms No.3) Breach Report""
1) Breach Report for month should be ""Monthly Production Schedule(Ms No.2) Breach Report"""
3352,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1-R000020-No updation of data is not happening,Testlink System,THAMIZHANBAN GOKULAKRISHNAN,01/14/2016 12:18 AM,"","",01/12/2016,"","",0,100,01/12/2016 06:27 PM,01/14/2016 12:18 AM,"",Report-List / ??,B,01/12/2016,"",R000020,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#4,"","","",No,"Execute the batch with data in Ex no mst with different combination series.

Excepted:
Data should be updated in Ex no mst.

Actual:
Data is not updating for max indicator."
3350,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot-1/B000052/11009-7180:Buyer group Weekly OCF Limit trn insertion not happening,Testlink System,ARIF AHMED,01/19/2016 02:17 PM,"","",01/12/2016,01/13/2016,"",0,100,01/12/2016 06:10 PM,01/19/2016 02:17 PM,"",Batch / ???,B,01/12/2016,01/14/2016,B000052,No,"",No,"","",RNTBCI,?????/Joint test,normal,01/12/2016,Faulty Data / ?????,Testing,SAMBIT BEDANTA,"","",UT,"",LOT2#4,"","","",No,"Make sure Auto allocation flag in MST_MC_REGION should be '1'
Execute Batch (sh B000052.sh 09 M)
Check data in TRN_BUYER_GRP_WKLY_OCF_LMT

Actual Result: Data not inserted.
Actual Result: Extracted data should be insert in TRN_BUYER_GRP_WKLY_OCF_LMT."
3345,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/B000052/11009-7238: Wrong Log Message,Testlink System,ARIF AHMED,01/23/2016 05:48 PM,"","",01/12/2016,01/13/2016,"",0,100,01/12/2016 03:16 PM,01/23/2016 05:48 PM,"",Batch / ???,C,01/11/2016,01/12/2016,B000052,No,"",No,"","",RNTBCI,?????/Joint test,normal,01/12/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#4,"","","",No,"Make sure there no data for POR code '09' in Order take base period table(Weekly)
Execute B000052 (Sample Input: sh B000052.sh 09 W)
Check Log for ""M00213: B000052 There is no Weekly Ordertake base month is in Closed Status 
in the table Monthly_ORDER_TAKE_BASE_PERIOD_MST for given POR_CD '09'""

Actual Result: Message displayed as ""M00158 : B000052:There is no Weekly Feature Information for POR_CD =  09 IN in LATEST MASTER SCHEDULE-Table""
Expected Result: Message should display as """"M00213: B000052 There is no Weekly Ordertake base month is in Closed Status in the table Monthly_ORDER_TAKE_BASE_PERIOD_MST for given POR_CD '09'""

Note: Same message displaying in case of OCF Region MST.Auto Allocation Flag is 'N'."
3344,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1-R000020- Insertion and updation in not happening,Testlink System,Testlink System,01/14/2016 12:18 AM,"","",01/12/2016,01/14/2016,"",0,100,01/12/2016 03:11 PM,01/14/2016 12:18 AM,"",Report-List / ??,B,01/12/2016,"",R000020,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#4,"","","",No,"Execute the batch with no ex no different combination in ex no mst
Batch should insert data in mst_ex No.

Actual:
No data is inserted in ex no mst for the given combination."
3343,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1-R000020-Parameter check  is wrong,Testlink System,THAMIZHANBAN GOKULAKRISHNAN,01/14/2016 12:19 AM,"","",01/12/2016,01/14/2016,"",0,100,01/12/2016 02:21 PM,01/14/2016 12:19 AM,"",Report-List / ??,B,01/12/2016,"",R000020,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#4,"","","",No,"Execute the batch with paraemter cd value as ex no range and key1 value as Ex no validation.
Batch should be triggered based on this condition.

Actual:
Trigerred condition is wring based in wrong"
